,airline_sentiment,text
15612,positive,iodin hold if lonesome there Evergreen_State angstrom_unit patronise tweeter price_reduction soh iodin could fly to see Thomas_More friends ironman
15613,positive,philly lost and read program our client get hot tea great crewmembers top notch info amp now books
15614,positive,and we ar gladiola to see what is going on and hole delight DM Pine_Tree_State your verification soh we tin bank_check
15615,positive,will phone_call give_thanks you
15616,positive,still love you cat simply get Pine_Tree_State to Lope_de_Vega already
15617,positive,gary WHO is portion United_States_of_America At fll airdrome counter is genuinely true blueness make Pine_Tree_State feel At place eve when angstrom_unit jetblue flight is delayedl
15618,positive,seek once_again pin-up client service give_thanks you
15619,positive,soh happy you tin accommodate peanut treenut allergic_reaction on flight st online cover from air provider
15620,positive,ever happy to assist
15621,positive,we wealthy_person just set_down give_thanks you anyway btw flight staff on flight were grand disdain their full-of-the-moon twenty-four_hours and heavy loading
15622,positive,sec CEO conflict to lenify rider and wall street
15623,positive,you issue to Pine_Tree_State place simply tin T the_like non halt to st lucia
15624,positive,this make Pine_Tree_State happy iodin hope these aren T empty promises
15625,positive,we don T demand anybody else
15626,positive,thanks
15627,positive,number_one base_of_operations already iodin the_like your mode
15628,positive,love traveling with jetblue cant hold to spell to City_of_Light oui oui nyc Evergreen_State awesomeee
15629,positive,thanks
15630,positive,thanks for the acclivity soh ALIR soh good keepitup
15631,positive,give_thanks you iodin the_like the quick response on twitter
15632,positive,this could Be the beginning of angstrom_unit bluetiful human_relationship lifeneedsfrosting
15633,positive,haha you Re do everything right don T alteration angstrom_unit thing gash this twitter conflict just make you eve ice_chest bestairline
15634,positive,give_thanks you just sent MSG
15635,positive,great smooth flight overly
15636,positive,iodin would love for you to fly my best friend place to pvd for angstrom_unit weekend
15637,positive,give_thanks you for the service credit and to for positive_degree thought
15638,positive,great thanks
15639,positive,iodin will iodin love flying with you all great service
15640,positive,give_thanks you that IT is non just angstrom_unit livery IT is angstrom_unit civilization that crewmembers body_forth daily thanksdave
15641,positive,acquisition astir your awe-inspiring twitter direction today in my social media merchandising category keep up the good work
15642,positive,bluemanity convey weeping to my eyes jetblue sec commitment to gift dorsum to the crewmembers and the community is aww animate
15643,positive,iodin the_like the inflight collation iodin metre flying with you cat on jvmchat
15644,positive,awww R to the T realtime grasp from jetblue rockingthetweets jvmchat
15645,positive,yes great real clip illustration thanks for beingness awe-inspiring jetblue jvmchat
15646,positive,haha you didn T let_down well do jvmchat
15647,positive,Evergreen_State just At T angstrom_unit little over angstrom_unit month agone you cat ar great thanks for everything
15648,positive,give_thanks you
15649,positive,immense fan of great brand_name and people do great things you cat stone happy to portion the love
15650,positive,tough pick simply iodin do all at_the_same_time As angstrom_unit concern traveller best experience in angstrom_unit long clip wishmyflightwaslonger what
15651,positive,thanks great service in T already lovejetblue
15652,positive,iodin do flyfi worked well and Evergreen_State free_people on_board this flight
15653,positive,appear very likely
15654,positive,well lucky iodin lonesome fly jb iodin conjecture iodin would Be eve Thomas_More squish on whatever other air_hose
15655,positive,she Evergreen_State angstrom_unit phone agent pls do peggy Evergreen_State pleasant informative and present
15656,positive,omg wishing iodin have_got angstrom_unit flight today haha there sec ever next clip wealthy_person merriment At lft
15657,positive,give_thanks you miss you all soh soh much is this the nexus to the blog Beaver_State HA that alter
15658,positive,give_thanks you
15659,positive,to offering service from daytona beach to new House_of_York capital_of_New_York concern revaluation
15660,positive,no worry hold Evergreen_State kid and treat with nicely IT Evergreen_State captain of flight past the mode
15661,positive,thanks her flight leafage At simply she sec get to the airdrome early wedding_ceremony is in Green_Mountain_State in Sep thankful you fly to btv
15662,positive,we were go to angstrom_unit delta direct give_thanks you for the accommodation
15663,positive,well iodin do miss IT simply gate agents have_got rebooked embarkation walk waiting when iodin set_down clip for luncheon amp angstrom_unit drink easy cheap
15664,positive,give_thanks you iodin will Be calling you cheapoairchat
15665,positive,getting screen_out thanks
15666,positive,give_thanks you
15667,positive,great business today from your squad with angstrom_unit dispute weather_condition hold on flight out of Queen_City traveling friendlyteam
15668,positive,give_thanks you very much
15669,positive,thanks
15670,positive,iodin do IT thx
15671,positive,iodin metre gladiola retweeted otherwise you would wealthy_person to disregard the legion tweets iodin sent you all ar fucking astonish
15672,positive,haha no worry you cat ar the best for spelling my name right
15673,positive,see you on board tomorrow
15674,positive,waiting on my flight right now thanks
15675,positive,we Re dorsum At angstrom_unit gate opposite_word of wheels up im sure we ll get thete eventually soh thanks
15676,positive,knows client service give_thanks you for starting our hebdomad vacay on AN astonish note give_thanks you sarita
15677,positive,excited that iodin ll Be flying from syracuse to interview in dallas on Fri for the fa place this is angstrom_unit end amp dreaming of mine
15678,positive,great crew for flight phx to yvr tonight friendly efficient awe-inspiring business
15679,positive,give_thanks you for your empathy there is Thomas_More to this narration than just the luggage simply give_thanks you for reaching out
15680,positive,thanks very much iodin acquire thru on the phone amp everything is mulct just love the website amp app thanks for workings on IT
15681,positive,past the saving_grace of Supreme_Being iodin do IT we don T wealthy_person those powerfulness in here we hope you tin make that flight
15682,positive,no worry your flight attender took attention of IT
15683,positive,tin you convey guinea pig in small pet bearer onboard your flights
15684,positive,good work past flight crew chairman sec acknowledgment eve in manager overly many missedupgrades late flightly what sec up with this
15685,positive,thanks sent you DM Re luggage issues
15686,positive,client service At IT best rachel sec took great attention of United_States_of_America At the phx airdrome
15687,positive,great direction of twitter account give_thanks you
15688,positive,IT HA been found give_thanks you
15689,positive,give_thanks you for resolving the issue on direct flight to sfo from
15690,positive,Sooner_State thanks
15691,positive,iodin ll bank_check IT out when iodin get to the airdrome thanks
15692,positive,thanks for the reply on angstrom_unit good note the airplane_pilot nailed the landing earnestly congratulations
15693,positive,great flights with no hold give_thanks you
15694,positive,look out for flying stone this clip IT sec angstrom_unit bird IT sec angstrom_unit aeroplane nah ne'er head IT sec just angstrom_unit stone
15695,positive,owes tammy from the winston capital_of_Oregon phone_call centre for keeping Pine_Tree_State As angstrom_unit client
15696,positive,iodin do IT thanks for the assist
15697,positive,immense props to parizad At checkin in capital_of_California for her assist on Fri to get of United_States_of_America place when other air_hose were detain
15698,positive,outcry out to diane At eyw for portion get United_States_of_America place today instead of tomorrow eve if angstrom_unit little late flight
15699,positive,do IT just immense alleviation thanks for your assist
15700,positive,thanks iodin hope soh perchance you tin put in angstrom_unit good word for Pine_Tree_State
15701,positive,sidesplitter unbelievable how you delicacy your client At puerto Racketeer_Influenced_and_Corrupt_Organizations_Act airdrome
15702,positive,they were external_respiration very to_a_great_extent simply were super helpful give_thanks you
15703,positive,OK great give_thanks you
15704,positive,IT Evergreen_State client service the_like iodin wealthy_person ne'er seen before congratulations to your organisation
15705,positive,we call and were able to get rescheduled give_thanks you for the quick responses today
15706,positive,over the phone iodin call the figure and she picked up almost instantly
15707,positive,amp dfw to psp give_thanks you
15708,positive,thanks
15709,positive,fyi your client service rep Christmas_carol is AN absolute delectation soh pleasant to with with and rebooked Pine_Tree_State in lightning velocity thanks
15710,positive,Dominick litre At La guardia airdrome nyc spring the absolute best client service thanku check_up_on in do easy
15711,positive,thanks for the info
15712,positive,couldn T Be Thomas_More thankful to your orf and dca crews on the dry_land and in the air today for assist with angstrom_unit sick kid and angstrom_unit lost bag
15713,positive,give_thanks you
15714,positive,your clt luggage crew merit angstrom_unit congratulations iodin have_got to tally to make my connexion and my bags still do IT customerservice
15715,positive,thanks
15716,positive,is alright with Pine_Tree_State delight spring George_C._Scott F At bdl angstrom_unit fillip for first-class client service
15717,positive,O give_thanks you for that lucubrate response
15718,positive,you ar the best you ar astonish follow Pine_Tree_State delight
15719,positive,on angstrom_unit happy note our crew is grand tin T say sufficiency great things astir our airplane_pilot He sec do all He tin for United_States_of_America
15720,positive,He sec mulct He genuinely the_like pick his have place
15721,positive,give_thanks you iodin ll do that next clip
15722,positive,look the_like our bag HA been deliver thanks
15723,positive,since iodin Am angstrom_unit loyal usair client iodin Am sure that they will make this up to Pine_Tree_State right now iodin want to get place amp dorsum to work
15724,positive,janet amp my den phl flight call_off flightled Sabbatum usair rescheduled automatically amp notify United_States_of_America past e-mail At no additional cost
15725,positive,the entire flight crew on flight from genus_Bos to phl is do angstrom_unit grand business and fashioning this experience non entirely suck
15726,positive,major issues getting out of Hub_of_the_Universe simply your crew HA been exceptional Lashkar-e-Toiba sec see how things axial_motion out in philly
15727,positive,thanks to the whole squad for AN on clip flight disdain inclement weather_condition
15728,positive,great give_thanks you
15729,positive,IT sec non often that AN air_hose is soh easy to work with iodin ask to alteration my flight clip and the attender At mke do my twenty-four_hours
15730,positive,some_other great flight funflightattendants thanks for showing my dada grand client service flt slack phx sundayfunday
15731,positive,give_thanks you for angstrom_unit twosome of easy trouble free_people flights today professional_person and friendly staff do everything easy
15732,positive,delight keep emily At you gso airdrome fine on staff she is astonish
15733,positive,provide the best service for Pine_Tree_State today give_thanks you soh much
15734,positive,disdain mechanical issues and many hold followed past angstrom_unit call_off flightlation still getting to Lope_de_Vega thanks to great gate agents
15735,positive,ann marie At lga is the best ticket agent of_all_time excellentcustomerservice
15736,positive,new F As from dfw to clt this morn do angstrom_unit great business well do
15737,positive,painless and effortless flight from indy to phl our flight attender tory Evergreen_State fantastic spring that lady angstrom_unit rise asap
15738,positive,thanks to the friendly United_States_of_America air_duct staff that assist Pine_Tree_State get booked on various flights to get place today almost there
15739,positive,iodin eventually wheel_spoke to angstrom_unit individual disdain the head boggling hold clip the rep Evergreen_State very pleasant and very helpful congratulations to her
15740,positive,mellani B and whole squad in Columbia_River Sc ar absolute adept improbably helpful
15741,positive,delight give_thanks mellie At cae tammy in luggage claim At clt first-class client service twenty-four_hours simply iodin wealthy_person angstrom_unit complaint
15742,positive,on Re accommodation figure lisa Mugil_liza in Walter_Raleigh Evergreen_State very helpful
15743,positive,worked wolfram Louis_Comfort_Tiffany H At cust service desk in Queen_City and she Evergreen_State helpful and patient still wedge simply she Evergreen_State great
15744,positive,good morn
15745,positive,many thanks for your reply
15746,positive,business well do from your philly employee running bank_check in today tabitha assist United_States_of_America in AN exigency amp holiday salve
15747,positive,thanks
15748,positive,Sooner_State give_thanks you very helpful this is wherefore you Re my favourite air_hose
15749,positive,thanks cat acquire clench of individual genuinely awe-inspiring service iodin appreciate IT
15750,positive,number_one category service on United_States_of_America phl mco today from the flight attender in F iodin didn T gimmick her name simply she Evergreen_State top notch
15751,positive,Buckeye_State well iodin ll get to cancun eventually
15752,positive,eyyyy call_off flightlations flight booking job reflight booking job simply Y all acquire Pine_Tree_State on the Lapplander flight out tonight non tomorrow amp the fc acclivity thx
15753,positive,give_thanks you
15754,positive,iodin wasnt flying your air_hose tonight nevertheless angstrom_unit friend Evergreen_State and iodin Evergreen_State nowadays for her assist iodin flying unify and they could larn
15755,positive,the aeroplane crew HA been As professional_person and gracious As the gate agents were flustered
15756,positive,your ticket agents At gate in capital_of_Rhode_Island airdrome sway tonight peculiarly kristy sorry if that is non the rectify spelling
15757,positive,shoutout kristie sp from gate pvd today she sec angstrom_unit rockstar Evergreen_State angstrom_unit tremendous assist in angstrom_unit tough state_of_affairs promotethatgirl
15758,positive,give_thanks you for your assist today iodin wealthy_person been angstrom_unit loyal United_States_of_America air_duct client and iodin appreciate your respond to my tweets
15759,positive,AN already pleasant flight from Greater_London to Queen_City United_States_of_America Evergreen_State do fantastic past AN astonish attender give_thanks you soh much Henry_M._Robert
15760,positive,woohoo He still HA Thomas_More flight simply soh happy to hear they Re in the air just astir shout_out must Be the preggo endocrine thx
15761,positive,give_thanks you this whole crew HA sway through badness weather_condition and recreation airplane_pilot keeping United_States_of_America well informed customerservice
15762,positive,iodin hope iodin get the chance to join the squad with this business gap
15763,positive,give_thanks you you wealthy_person ever been soh good to Pine_Tree_State iodin will follow up
15764,positive,no job He Evergreen_State the lonesome individual in the airdrome WHO would assist
15765,positive,give_thanks you IT sec from bwi keep beholding different stats from detain to look issue slay to detain
15766,positive,ding on flight Evergreen_State awe-inspiring delight reward him in some mode He HA maintain United_States_of_America smiling on angstrom_unit badness twenty-four_hours of traveling customerservice
15767,positive,posing on angstrom_unit aeroplane in City_of_Brotherly_Love for over proceedings waiting just to get slay the aeroplane great service
15768,positive,big give_thanks you to your fine agent ute V At John_Foster_Dulles Washington_D.C. for outstanding invitee service to get Pine_Tree_State rebooked
15769,positive,iodin love you cat
15770,positive,tin T hold for the trip thanks for getting Pine_Tree_State there
15771,positive,your squad fellow_member At dca tamara R is her name Evergreen_State awe-inspiring you should wealthy_person Thomas_More employees the_like her
15772,positive,thanks for getting United_States_of_America on ur aeroplane awe-inspiring flight attender WHO is fashioning United_States_of_America smiling after hard traveling customerservice
15773,positive,stars aline link flight Evergreen_State detain into clt do IT thanks gladiola to know individual is hearing clip for in mobay
15774,positive,angstrom_unit big thanks to the gate agent flt keeping United_States_of_America informed of the hold greatcustomerservice
15775,positive,Sooner_State give_thanks you
15776,positive,acquire IT thanks
15777,positive,just wheel_spoke with angstrom_unit representative go my flight earliest give_thanks you soh much for the follow up
15778,positive,hey cat just want to say iodin have_got the best flight of_all_time give_thanks you soh much iodin fell asleep and really have_got angstrom_unit wet dreaming
15779,positive,simply don T worry they found angstrom_unit hotel IT sec lonesome min away iodin acquire there around necropsy no job
15780,positive,congratulations to redbreast At lost found for reuniting Pine_Tree_State wolfram my ipad she Evergreen_State delicious to work with
15781,positive,experience exceptional service from cherry At denverairport greatservice professionalism
15782,positive,Pine_Tree_State overly
15783,positive,you tin give_thanks supervisor jeanine and her coworkers for the first-class client service they provide
15784,positive,yes iodin do give_thanks you they do angstrom_unit great business turning the flight in Jan
15785,positive,connexion do thanks once_again this hebdomad daddyshome
15786,positive,give_thanks you
15787,positive,yes give_thanks you appreciate U check_up_on
15788,positive,iodin metre bask my flights soh ALIR you Re do angstrom_unit great business today sec been tough soh thanks for fashioning my flights comfy
15789,positive,shavon At client service desk in Queen_City Evergreen_State fantastic soh helpful and smiling evn after what sounds the_like long twenty-four_hours reward her
15790,positive,bank_check in staff At phx ar awe-inspiring great traffic control for full_general embarkation
15791,positive,just speak to reserve must felicitation to them very friendly good for usair the lonesome air_hose we fly
15792,positive,awe-inspiring flight out of philly on Tues political_party in row if you Re interested
15793,positive,iodin acquire through and Am able to electric_switch my flight with no charge give_thanks you
15794,positive,welcome to north Lone-Star_State United_States_of_America air american air employees lodging and instruction ar great chance in the gr province of Lone-Star_State
15795,positive,thanks no D.C. yet iodin see iodin will keep that nexus and bank_check dorsum appreciate IT
15796,positive,awe-inspiring and yes is
15797,positive,melinda in reserve in greensboro Old_North_State is AN absolute gem give_thanks her for Pine_Tree_State she sec astonish
15798,positive,best gagent in angstrom_unit long clip danny B for United_States_of_America dfw clt appreciated how up to day_of_the_month He maintain United_States_of_America during irrops super professional_person
15799,positive,good intelligence we acquire mend
15800,positive,give_thanks you
15801,positive,give_thanks you
15802,positive,reserve agent on the phone do angstrom_unit great business
15803,positive,do IT direct bloody Virgin_Mary sec to row
15804,positive,thanks for portion with reflight booking job call_off flightedflight yvonne Anthony you will assist United_States_of_America get to tel aviv on clip happyfriday
15805,positive,big thanks to yvonne Anthony from the chairman sec desk top level client service today outstanding service amp support
15806,positive,iodin appreciate your prompting response
15807,positive,thks United_States_of_America phl to fll overall st category HA improve with Thomas_More nutrient now on phl to fll and most crews ar super
15808,positive,give_thanks you for return Pine_Tree_State on my luggage genuinely appreciate IT
15809,positive,iodin Am soh going to miss United_States_of_America air_duct you ever provide great service and ne'er Lashkar-e-Toiba Pine_Tree_State down_feather
15810,positive,we will Lord's_Day just angstrom_unit few years away
15811,positive,we Re excited to wealthy_person you fly with United_States_of_America jb when will this Be springtime break
15812,positive,iodin will give_thanks you for At least twirp Pine_Tree_State dorsum better than most
15813,positive,exicted to Be flying with Y all shortly
15814,positive,fa attender on phl to pwm tonight Evergreen_State fab AN plus to your squad from F wealthy_person angstrom_unit great nighttime squad
15815,positive,we Re have_got grandbabies in hebdomad will traveling to D.C. for the births give_thanks you for the sensible fare see you Sabbatum
15816,positive,give_thanks you your fare to from dtw to dca Evergreen_State much lower than and give_thanks you you won Pine_Tree_State over
15817,positive,iodin know that thanks evaluate further chairman
15818,positive,thanks for getting Pine_Tree_State rescheduled on angstrom_unit direct flight to nola tonight in proceedings and hopefully AN hr earliest getting there
15819,positive,give_thanks you eventually acquire our bag client services reps were grand
15820,positive,flight phx gt ord lead fa measure is the most professional_person fa iodin wealthy_person seen in years of flying usair iodin wealthy_person no BA cards
15821,positive,iodin miss you overly work HA taken Pine_Tree_State out of philly iodin ve been on flight from genus_Bos gt phl soh many times iodin should wealthy_person angstrom_unit RES place
15822,positive,no job things worked out At airdrome thanks
15823,positive,yes IT sec angstrom_unit domestic_help flight give_thanks you
15824,positive,thanks do IT safely
15825,positive,love the alteration in the couch cheese veggie olives in add-on to the crackers and collation premix
15826,positive,thanks if you wealthy_person some_other method too that would Be nice appear to Be angstrom_unit designing fault
15827,positive,lol Pine_Tree_State overly
15828,positive,thanks to the gate agent in province college dada that Evergreen_State able to get Pine_Tree_State on AN earliest flight and fig out AN earliest connexion
15829,positive,iodin just think IT sec Weird to wealthy_person milage As
15830,positive,thanks
15831,positive,success do flight delight give_thanks the crew of great clip recovery
15832,positive,soh ALIR soh good this hebdomad sav to clt get_on before the going clip number_one clip in hebdomad perchance AN on clip going
15833,positive,lilly metre in sju bank_check in is fab
15834,positive,that sec where we ar now give_thanks you
15835,positive,tbt every twenty-four_hours
15836,positive,on the decilitre direct ethan some new pants and some White_person revive wash chit He sec angstrom_unit great cat good crew He sec just mistake bingle
15837,positive,give_thanks you for return my bag fee iodin look forward to IT income_tax_return today iodin hope
15838,positive,give_thanks you
15839,positive,thanks for the hr stopover in La overly icing on the bar At least your staff Evergreen_State gracious and helpful non unreal
15840,positive,thanks for slowing the inward aeroplane down_feather soh that we didn T demand to worry astir eyw beingness late flight great holz in_the_lead cheers
15841,positive,congratulations to your phone support and Queen_City gate staff
15842,positive,will do
15843,positive,give_thanks you we fill_up out angstrom_unit claim and hope to wealthy_person the bags tomorrow
15844,positive,do
15845,positive,captain on flight from phx phl At tonight Evergreen_State screaming salutation from the pointy terminal of the aeroplane haha thanks
15846,positive,give_thanks you for fix my hr hold
15847,positive,flights in hr amp iodin ve have_got the Lapplander flight attender for of those flights freaky happenstance plus side she sec great
15848,positive,set_down safely everything worked out
15849,positive,on Lord's_Day tin T hold see you then
15850,positive,eventually rectified my flight state_of_affairs thanks once_again
15851,positive,on clip today and from phl nice work thereisafirstforeverything
15852,positive,water_ice pick up front_end solid
15853,positive,outcry out to the airplane_pilot and fc attender eliz of United_States_of_America super strong crosswinds during landing eliz do angstrom_unit super business end-to-end
15854,positive,marsha metre At Vinca_minor beach is the sterling she merit all the regard and congratulations there is thankyouforeverything
15855,positive,we oasis T dead_soul yet soh Lashkar-e-Toiba sec non get overly high hopes simply everything HA been on docket soh ALIR
15856,positive,Sooner_State give_thanks you we were say dry_land hold due to snowfall
15857,positive,number_one category all the mode headed to
15858,positive,your pple do angstrom_unit great business wolfram the madness nevertheless some of your systems demand assist iodin appreciate the hard work amp the pushing to B better
15859,positive,thanks for gift away my place some_other mulct business
15860,positive,thanks
15861,positive,thanks to betty workings gate At ilm and pin-up gate agents here in clt portion Pine_Tree_State get place phx tonight instead of tomorrow
15862,positive,surprisingly quick response clip past you and them thanks
15863,positive,thanks tin you assist remind the agents IT sec Sooner_State PS heard rumour of angstrom_unit streaming WLAN telecasting film service you mightiness Be installing
15864,positive,thanks
15865,positive,she too appreciated have_got her very have hashtag lucycat
15866,positive,you ar the best follow Pine_Tree_State delight
15867,positive,thanks for reaching out to Pine_Tree_State my gold div no K J my flights were alter under verification dnx V
15868,positive,yes and our flight attender WHO is grand btw secure the tray tabular_array soh IT sec non thresh astir
15869,positive,thanks for seats Pine_Tree_State next to hot jock this flight is significantly better now
15870,positive,give_thanks you on our mode to get her bag now thanks to have_got that figure
15871,positive,give_thanks you occupy times
15872,positive,thanks
15873,positive,you ar astonish follow Pine_Tree_State dorsum delight
15874,positive,thanks soh much
15875,positive,you ar the best follow Pine_Tree_State delight
15876,positive,still non in the air for deice of aeroplane iodin ll miss link simply client service Evergreen_State helpful iodin metre trust to gimmick the next flight
15877,positive,you all work hard At fashioning sure things flowing swimmingly keeping positive_degree
15878,positive,we ar embarkation now simply wealthy_person yet to go_away thanks for the response
15879,positive,iodin entirely understand the weather_condition just queer thanks
15880,positive,thx to gate agt lavatory pascucci for finding United_States_of_America angstrom_unit flight from clt to pvd after our master_copy 1 Evergreen_State call_off flightled
15881,positive,you ar the best follow Pine_Tree_State delight
15882,positive,provide you the best logistics experience for people all over Republic_of_India Bombay surat navimumbai
15883,positive,you ar the best air_duct follow Pine_Tree_State delight
15884,positive,outcry out to the redness headed gate agent for flt from dca to chs At tonight didn T get her name simply she Evergreen_State great
15885,positive,dude call shaquille At the desk in Queen_City Evergreen_State improbably professional_person and helpful V some loony angry people tonight
15886,positive,awe-inspiring usair tysvm lt
15887,positive,give_thanks you
15888,positive,that would Be pin-up you wealthy_person great people workings in your organisation
15889,positive,tyvm usair happy nighttime lt
15890,positive,thanks IT sec hectic for everyone simply their actions don T stand_for the company well IMO
15891,positive,gladiola to Be place and that your great people acquire Pine_Tree_State place safely sad for others WHO didn T get dorsum B.C. of programming job
15892,positive,will do iodin appreciate the response
15893,positive,thanks to kevin and squad At F ish At phl for some great service recovery tonight appreciate IT
15894,positive,thanks for your assist iodin left angstrom_unit message for dca lost and found fingers track we breakthrough IT
15895,positive,give_thanks you gladiola to Be header place great people At your phone_call centre
15896,positive,thx reply after seek get thru many times amp V mail Beaver_State people wall_hanging up on United_States_of_America we speak tech cont calciferol
15897,positive,HA you Re merriment
15898,positive,flying high thanks
15899,positive,thanks IT would Be better from the gate agent At degree_Celsius in Queen_City embarkation flight
15900,positive,thanks
15901,positive,with the weather_condition messiness in the south iodin lose my connexion in clt impress though with the cust serv phone reps today
15902,positive,queer years no flights place alter air_hose give_thanks you phl usairway employees amp for assist getting Pine_Tree_State dorsum to iah
15903,positive,flight thanks
15904,positive,you ar the best air_duct follow Pine_Tree_State dorsum delight
15905,positive,give_thanks you and thanks for beingness soh accommodate
15906,positive,you ar astonish you ar the best follow Pine_Tree_State delight
15907,positive,thanks
15908,positive,you ar the best air_duct follow Pine_Tree_State delight
15909,positive,you ar astonish you ar the best follow Pine_Tree_State delight and iodin follow you dorsum
15910,positive,sending thanks to employee freddie in phl full_admiral ball_club angstrom_unit due_east for allow Pine_Tree_State to spring angstrom_unit twenty-four_hours walk to my sib wedge there today
15911,positive,that sec wherefore U cat ar my pick
15912,positive,thanks
15913,positive,how astir angstrom_unit drink verifier for the next flight winkwink
15914,positive,nice touching with victimization my number_one name very intimate iodin ll Be filing angstrom_unit claim shortly to Be reimbursed wealthy_person angstrom_unit United_States_of_America air_duct twenty-four_hours
15915,positive,after lose my flight and reflight booking job 10 iodin just walked onto some_other flight and my phone Evergreen_State still on the place
15916,positive,thanks travis At phl angstrom_unit due_east checkin for knowing luggage policies skis amp boots count As Edward_Teach your mgr WHO didn T know
15917,positive,right on up up amp away
15918,positive,give_thanks you soh much IT been angstrom_unit very nerve-wracking twenty-four_hours
15919,positive,perfectly the staff Evergreen_State astonish
15920,positive,haha that will so Be angstrom_unit great twenty-four_hours
15921,positive,give_thanks you iodin seek that and they say they didn T wealthy_person IT anyplace else to effort
15922,positive,client service At IT fine
15923,positive,fab give_thanks you soh much looking forward to taking to the skies with you
15924,positive,iodin have_got exceptional service on flight from ind to phx
15925,positive,crew keeping safety top of head in clt
15926,positive,will do trust for angstrom_unit verifier for angstrom_unit hereafter flight optimistic
15927,positive,thanks
15928,positive,delight spring tara gramme angstrom_unit rap on the dorsum and congratulations she Evergreen_State very very helpful she is At phl fellow_member couch
15929,positive,thanks iodin hope iodin get to my destination
15930,positive,thanks for the reply trust everything is clear up in Queen_City past Mon
15931,positive,believe Pine_Tree_State iodin understand flight Evergreen_State originally booked for Lord's_Day flight Evergreen_State call_off flighted and rescheduled for today
15932,positive,give_thanks you
15933,positive,thanks
15934,positive,iodin mightiness look into that my married_woman traveling much Thomas_More than iodin do could we both usage the rank
15935,positive,great thanks followed
15936,positive,this is exactly wherefore complaint Be flying aa from to dallas lonesome air_hose iodin trust
15937,positive,acquire some_other flight thanks you
15938,positive,iodin don T think you should assist him At all base on his behaviour the verifier and cot appear the_like sufficiency lol
15939,positive,acquire dorsum eventually Evergreen_State angstrom_unit rollercoaster one_time iodin acquire to the airdrome amp acquire to speak to individual things acquire mend very quick
15940,positive,yes yes yes soh gladiola to Be headed place
15941,positive,thanks
15942,positive,thanks keep Pine_Tree_State updated just hope iodin make either of my connexion to killeen Lone-Star_State
15943,positive,thanks soh much
15944,positive,aa doesnt charge whatever fees to alteration awarding tickets As long As the origin destination amp awarding type remains the Lapplander
15945,positive,give_thanks you for the verification
15946,positive,aww cool IT sec nice to know they ar still up above my caput then 1 of my faves
15947,positive,go_on to win iodin ve ne'er lose angstrom_unit flight before simply angstrom_unit nice little quiet gate alteration do IT possible sheesh
15948,positive,airdrome snowfall remotion method keep up the good work folks this is where cessna sec go sec
15949,positive,great thanks
15950,positive,awe-inspiring thanks
15951,positive,none of the slack flights into dfw wealthy_person been call_off flightled those landing before and after ours ar mulct entirely arbitrary
15952,positive,aww thanks aa dfw Evergreen_State on gma up here this Am soh iodin understand btw angstrom_unit angstrom_unit is my air_hose when im able to trv love you cat
15953,positive,these ar some awe-inspiring photo thanks for sharing
15954,positive,new aeroplane gogo easy powerfulness for laptop_computer iphone just lose angstrom_unit good boat mode swivel cup holder for my dietcoke happyflier
15955,positive,just acquire slay the phone client service lonesome proceedings to get my issue resole you cat ar awe-inspiring
15956,positive,thanks for the info is there angstrom_unit figure iodin tin phone_call to speak to angstrom_unit individual IT sec going to issue AN hr to type IT out
15957,positive,sounds the_like angstrom_unit day_of_the_month
15958,positive,we hope you bask the winterweather and convey your warm_up coat and glove maria yup new beany
15959,positive,iodin Evergreen_State happy to purchase the acclivity if lonesome IT Evergreen_State help on my next flight
15960,positive,you together ar the best portion of flying
15961,positive,give_thanks you you do the Lapplander
15962,positive,hopefully you ll see badness 1 As chance to get better and non dwell in IT and the good 1 As encouragement words
15963,positive,give_thanks you
15964,positive,thanks
15965,positive,give_thanks you you overly
15966,positive,great thanks followed
15967,positive,this is exactly wherefore complaint Be flying aa from to dallas lonesome air_hose iodin trust
15968,positive,acquire some_other flight thanks you
15969,positive,acquire dorsum eventually Evergreen_State angstrom_unit rollercoaster one_time iodin acquire to the airdrome amp acquire to speak to individual things acquire mend very quick
15970,positive,yes yes yes soh gladiola to Be headed place
15971,positive,thanks
15972,positive,thanks keep Pine_Tree_State updated just hope iodin make either of my connexion to killeen Lone-Star_State
15973,positive,thanks soh much
15974,positive,give_thanks you for the verification
15975,positive,aww cool IT sec nice to know they ar still up above my caput then 1 of my faves
15976,positive,keeping aa up in the air my crew chief first_cousin alex espinosa in dfw
15977,positive,we do IT with motortruck no biggie
15978,positive,airdrome snowfall remotion method keep up the good work folks this is where cessna sec go sec
15979,positive,great thanks
15980,positive,awe-inspiring thanks
15981,positive,thanks
15982,positive,aww thanks aa dfw Evergreen_State on gma up here this Am soh iodin understand btw angstrom_unit angstrom_unit is my air_hose when im able to trv love you cat
15983,positive,these ar some awe-inspiring photo thanks for sharing
15984,positive,new aeroplane gogo easy powerfulness for laptop_computer iphone just lose angstrom_unit good boat mode swivel cup holder for my dietcoke happyflier
15985,positive,just acquire slay the phone client service lonesome proceedings to get my issue resole you cat ar awe-inspiring
15986,positive,we ar slay to kax insurance_premium trust this flight is better nutrient telecasting now iodin know how to work IT and service tnx
15987,positive,sounds the_like angstrom_unit day_of_the_month
15988,positive,thanks soh much
15989,positive,we hope you bask the winterweather and convey your warm_up coat and glove maria yup new beany
